"","y","m","ym_num","prov","n","n_pred","margin","n_extra","n_extra_normalized"
"690",1400,4,1400.29166666667,"تهران",6277,4450.19999999998,5014.75906097884,1826.80000000002,0.0455118463339899
"691",1400,4,1400.29166666667,"چهارمحال و بختياري",348,233.19999999999,414.429504588316,0,0
"692",1400,4,1400.29166666667,"خراسان جنوبي",319,331.799999999992,373.642562063043,0,0
"693",1400,4,1400.29166666667,"خراسان رضوي",2813,2280.79999999998,2627.13529033773,532.200000000021,0.0251917069014494
"694",1400,4,1400.29166666667,"خراسان شمالي",389,408.599999999995,484.017946582139,0,0
"695",1400,4,1400.29166666667,"خوزستان",1972,1541.40000000001,1723.88068390929,430.599999999991,0.0283868415848106
"696",1400,4,1400.29166666667,"زنجان",492,430.999999999995,549.409459081608,0,0
"697",1400,4,1400.29166666667,"سمنان",313,286.799999999998,321.648242423399,0,0
"698",1400,4,1400.29166666667,"سيستان و بلوچستان",1427,1116.2,1287.84148682646,310.800000000003,0.0345717463848724
"699",1400,4,1400.29166666667,"فارس",2099,1684.6,1855.13015373632,414.400000000002,0.0277859729113586
"700",1400,4,1400.29166666667,"قزوين",516,480.599999999994,580.759206599621,0,0
"701",1400,4,1400.29166666667,"قم",585,508.800000000001,603.491076665123,0,0
"702",1400,4,1400.29166666667,"کردستان",588,574.599999999998,639.040153113824,0,0
"703",1400,4,1400.29166666667,"کرمان",1339,1106.19999999999,1254.45023889806,232.80000000001,0.0247028862478788
"704",1400,4,1400.29166666667,"کرمانشاه",1038,849.799999999998,902.16156351116,188.200000000002,0.0245980917527123
"705",1400,4,1400.29166666667,"کهگيلويه و بويراحمد",250,239.200000000003,273.076245364563,0,0
"706",1400,4,1400.29166666667,"گلستان",910,772.399999999991,874.471216968017,137.600000000009,0.0215235413733786
"707",1400,4,1400.29166666667,"گيلان",1361,1202.8,1417.71331585858,0,0
"708",1400,4,1400.29166666667,"لرستان",742,718.199999999993,801.212448865613,0,0
"709",1400,4,1400.29166666667,"مازندران",1392,1338.8,1488.33973830836,0,0
"710",1400,4,1400.29166666667,"مرکزي",698,551,601.51732376126,147,0.028171713300115
"711",1400,4,1400.29166666667,"هرمزگان",703,495.599999999997,541.234782056378,207.400000000003,0.0440246232222465
"712",1400,4,1400.29166666667,"همدان",905,906.999999999985,1044.19863944903,0,0
"713",1400,4,1400.29166666667,"يزد",462,401.399999999998,432.055070271218,60.6000000000022,0.0184868822452722
"714",1400,3,1400.20833333333,"آذربايجان شرقي",2480,2002.59999999999,2324.86428078001,477.400000000009,0.0310544461068112
"715",1400,3,1400.20833333333,"آذربايجان غربي",1557,1381.39999999998,1529.46845263816,175.60000000002,0.0171887235708712
"716",1400,3,1400.20833333333,"اردبيل",705,601.799999999999,690.039069200287,103.200000000001,0.0222797927461141
"717",1400,3,1400.20833333333,"اصفهان",2468,2231.60000000003,2446.8217461132,236.399999999965,0.0147069802164965
"718",1400,3,1400.20833333333,"البرز",1240,974,1079.77712418099,266,0.0355329949238579
"719",1400,3,1400.20833333333,"ايلام",236,200.400000000001,249.643612106886,0,0
"720",1400,3,1400.20833333333,"بوشهر",446,347,439.505134992604,99,0.0359477124183007
"721",1400,3,1400.20833333333,"تهران",6577,5553.60000000003,6340.45297228901,1023.39999999997,0.0262969910321958
"722",1400,3,1400.20833333333,"چهارمحال و بختياري",437,268.200000000001,384.86876188595,168.799999999999,0.0583074265975818
"723",1400,3,1400.20833333333,"خراسان جنوبي",377,366.600000000002,446.20904471227,0,0
"724",1400,3,1400.20833333333,"خراسان رضوي",3157,2872.59999999998,3403.03981750994,0,0
"725",1400,3,1400.20833333333,"خراسان شمالي",456,402.599999999999,445.35199800399,53.4000000000015,0.017287147944319
"726",1400,3,1400.20833333333,"خوزستان",2079,1813.8,2154.43783309159,0,0
"727",1400,3,1400.20833333333,"زنجان",547,440.200000000001,512.113837333298,106.799999999999,0.031037489102005
"728",1400,3,1400.20833333333,"سمنان",340,284.4,356.292512359308,0,0
"729",1400,3,1400.20833333333,"سيستان و بلوچستان",1351,1083.19999999999,1315.19166651699,267.80000000001,0.0314356145087464
"730",1400,3,1400.20833333333,"فارس",2235,1952.20000000001,2207.39352133888,282.799999999988,0.0190758853288356
"731",1400,3,1400.20833333333,"قزوين",686,462.600000000002,576.605263036408,223.399999999998,0.0514272559852665
"732",1400,3,1400.20833333333,"قم",622,571.600000000006,675.114250226725,0,0
"733",1400,3,1400.20833333333,"کردستان",733,550.800000000005,774.72945317667,0,0
"734",1400,3,1400.20833333333,"کرمان",1361,1241.39999999999,1391.44843662408,0,0
"735",1400,3,1400.20833333333,"کرمانشاه",1026,1049.2,1190.98293268232,0,0
"736",1400,3,1400.20833333333,"کهگيلويه و بويراحمد",267,254.400000000001,308.961280532384,0,0
"737",1400,3,1400.20833333333,"گلستان",787,717.600000000006,796.683921669752,0,0
"738",1400,3,1400.20833333333,"گيلان",1344,1453.59999999999,1618.66645126533,0,0
"739",1400,3,1400.20833333333,"لرستان",882,818.800000000003,932.291849927651,0,0
"740",1400,3,1400.20833333333,"مازندران",1353,1423.2,1621.94539826958,0,0
"741",1400,3,1400.20833333333,"مرکزي",722,664.399999999998,811.35486835533,0,0
"742",1400,3,1400.20833333333,"هرمزگان",679,490.999999999998,581.698033789785,188.000000000002,0.0447193149381546
"743",1400,3,1400.20833333333,"همدان",995,901.400000000001,1047.15047169735,0,0
"744",1400,3,1400.20833333333,"يزد",439,517.599999999999,580.662931531391,0,0
"745",1400,1,1400.04166666667,"آذربايجان شرقي",2275,2086.2,2150.8302302848,188.800000000003,0.0124284115594762
"746",1400,1,1400.04166666667,"آذربايجان غربي",1625,1341.8,1568.01612085201,283.200000000004,0.0280785246876863
"747",1400,1,1400.04166666667,"اردبيل",753,638.199999999997,699.704471382167,114.800000000003,0.0240318191333479
"748",1400,1,1400.04166666667,"اصفهان",2498,2197.80000000002,2369.29849367659,300.199999999983,0.0187613274170353
"749",1400,1,1400.04166666667,"البرز",1632,937.399999999994,1086.78272992551,694.600000000006,0.0900324044070001
"750",1400,1,1400.04166666667,"ايلام",232,247.4,324.44890222017,0,0
"751",1400,1,1400.04166666667,"بوشهر",439,406.200000000001,491.952356624567,0,0
"752",1400,1,1400.04166666667,"تهران",6363,5425.40000000002,5642.34453976384,937.599999999977,0.0233170028101757
"753",1400,1,1400.04166666667,"چهارمحال و بختياري",399,324.199999999999,364.569955825258,74.8000000000006,0.0271112722000727
"754",1400,1,1400.04166666667,"خراسان جنوبي",345,387.000000000004,442.540975864675,0,0
"755",1400,1,1400.04166666667,"خراسان رضوي",2731,2840.79999999999,3220.18125063494,0,0
"756",1400,1,1400.04166666667,"خراسان شمالي",356,381.599999999999,464.275268369687,0,0
"757",1400,1,1400.04166666667,"خوزستان",2671,1922.8,2089.24798987472,748.199999999997,0.0512957630604687
"758",1400,1,1400.04166666667,"زنجان",540,520.400000000001,581.133296743496,0,0
"759",1400,1,1400.04166666667,"سمنان",285,382.599999999999,430.749766354571,0,0
"760",1400,1,1400.04166666667,"سيستان و بلوچستان",964,1272.60000000001,1691.28795062672,0,0
"761",1400,1,1400.04166666667,"فارس",2284,2084.20000000003,2391.02698707906,0,0
"762",1400,1,1400.04166666667,"قزوين",651,486.200000000001,505.282277991198,164.799999999999,0.0399999999999998
"763",1400,1,1400.04166666667,"قم",575,599.199999999997,722.827397179318,0,0
"764",1400,1,1400.04166666667,"کردستان",649,716,812.055539489748,0,0
"765",1400,1,1400.04166666667,"کرمان",1155,1182.39999999999,1294.95754084022,0,0
"766",1400,1,1400.04166666667,"کرمانشاه",1058,986.599999999999,1088.11650112174,0,0
"767",1400,1,1400.04166666667,"کهگيلويه و بويراحمد",337,255.6,279.128705871765,81.3999999999996,0.0417650076962543
"768",1400,1,1400.04166666667,"گلستان",817,946.599999999991,1067.26924490799,0,0
"769",1400,1,1400.04166666667,"گيلان",1587,1775.39999999998,1867.56217590022,0,0
"770",1400,1,1400.04166666667,"لرستان",816,829.400000000001,873.132520317649,0,0
"771",1400,1,1400.04166666667,"مازندران",1552,1714.59999999999,1878.99464711479,0,0
"772",1400,1,1400.04166666667,"مرکزي",818,793.400000000001,838.495454316375,0,0
"773",1400,1,1400.04166666667,"هرمزگان",545,565.200000000001,624.073876493174,0,0
"774",1400,1,1400.04166666667,"همدان",1050,1053,1140.05860095361,0,0
"775",1400,1,1400.04166666667,"يزد",368,490.600000000006,538.366096763297,0,0
"776",1400,2,1400.125,"آذربايجان شرقي",3497,1855.80000000001,2127.48682951763,1641.19999999999,0.101046669129417
"777",1400,2,1400.125,"آذربايجان غربي",2165,1458.40000000001,1729.87964932938,706.599999999991,0.0655594730005559
"778",1400,2,1400.125,"اردبيل",1006,588.6,728.628092419581,417.4,0.0837816138097149
"779",1400,2,1400.125,"اصفهان",3859,2005.2,2358.75263634524,1853.8,0.10741062633988
"780",1400,2,1400.125,"البرز",2233,948.000000000007,1146.16356880114,1284.99999999999,0.152431791221826
"781",1400,2,1400.125,"ايلام",284,215.2,274.637361987221,68.8000000000002,0.0410746268656718
"782",1400,2,1400.125,"بوشهر",645,315.2,370.75897767238,329.8,0.115638148667602
"783",1400,2,1400.125,"تهران",9985,5020.60000000003,5819.30787317187,4964.39999999997,0.113888506538196
"784",1400,2,1400.125,"چهارمحال و بختياري",645,206.999999999985,319.330464849614,438.000000000015,0.139224411951689
"785",1400,2,1400.125,"خراسان جنوبي",492,303.2,357.576465497493,188.8,0.0713529856387
"786",1400,2,1400.125,"خراسان رضوي",3992,2656.2,3209.71145727377,1335.8,0.0618168355777687
"787",1400,2,1400.125,"خراسان شمالي",585,398.600000000002,451.368677578025,186.399999999998,0.0576019777503083
"788",1400,2,1400.125,"خوزستان",3352,1690.8,2098.60436486139,1661.2,0.109824143858257
"789",1400,2,1400.125,"زنجان",902,405.399999999999,480.329300010075,496.600000000001,0.125372380711942
"790",1400,2,1400.125,"سمنان",496,283,379.06664353458,213,0.0880165289256198
"791",1400,2,1400.125,"سيستان و بلوچستان",1315,1144.4,1467.22647557679,0,0
"792",1400,2,1400.125,"فارس",3315,1941.60000000001,2331.87989955929,1373.39999999999,0.0867702805155417
"793",1400,2,1400.125,"قزوين",957,464.999999999998,525.834200907054,492.000000000002,0.107423580786027
"794",1400,2,1400.125,"قم",914,542.200000000004,647.895789887777,371.799999999996,0.0864651162790687
"795",1400,2,1400.125,"کردستان",1019,522.399999999998,600.482861969404,496.600000000002,0.0935392729327561
"796",1400,2,1400.125,"کرمان",1486,1288.00000000001,1499.12366044573,0,0
"797",1400,2,1400.125,"کرمانشاه",1448,873.800000000002,987.223689471529,574.199999999998,0.0751964379256152
"798",1400,2,1400.125,"کهگيلويه و بويراحمد",435,261.400000000001,307.576473086051,173.599999999999,0.0860257680872143
"799",1400,2,1400.125,"گلستان",1077,750.200000000001,875.587931370342,326.799999999999,0.0533812479581835
"800",1400,2,1400.125,"گيلان",2037,1389,1663.26483551487,648,0.0547852553263443
"801",1400,2,1400.125,"لرستان",1400,849.400000000009,1048.12225173175,550.599999999991,0.0817156426239227
"802",1400,2,1400.125,"مازندران",2038,1435.60000000001,1675.38990804453,602.399999999994,0.0516239609221008
"803",1400,2,1400.125,"مرکزي",1311,626.799999999999,719.619538173094,684.200000000001,0.118722887385043
"804",1400,2,1400.125,"هرمزگان",768,570.199999999997,721.774843999038,197.800000000003,0.0438872864433111
